Celrr_Adult,54
Celrr_Embryonic,39
Crnde_Adult,42
Crnde_Embryonic,80
Eldr_Adult,27
Eldr_Embryonic,151
Haunt_Adult,37
Haunt_Embryonic,33
Kantr_Adult,315
Kantr_Embryonic,766
lincBrn1a_Adult,74
lincBrn1a_Embryonic,1536
lincBrn1b_Adult,193
lincBrn1b_Embryonic,130
lincCox2_Adult,94
lincCox2_Embryonic,97
lincEnc1_Adult,52
lincEnc1_Embryonic,16
Manr_Adult,49
Manr_Embryonic,86
Peril_Adult,215
Peril_Embryonic,254
Trp53cor1_Adult,69
Trp53cor1_Embryonic,0
Tug1_Adult,39
Tug1_Embryonic,20
